number;EN;ES;ftu8;utf8;tag;unicode;native
323;woman astronaut: medium-light skin tone;Mujer astronauta: tono de piel de tono medio;<ed><a0><bd><ed><b1><a9><ed><a0><bc><ed><bf><bc><e2><80><8d><ed><a0><bd><ed><ba><80>;<f0><9f><91><a9><f0><9f><8f><bc><e2><80><8d><f0><9f><9a><80>;astronaut medium-light_skin_tone medium-light skin tone rocket woman;U+1F469 U+1F3FC U+200D U+1F680;👩 🏼 ‍ 🚀
324;woman astronaut: medium skin tone;Mujer astronauta: tono de piel medio;<ed><a0><bd><ed><b1><a9><ed><a0><bc><ed><bf><bd><e2><80><8d><ed><a0><bd><ed><ba><80>;<f0><9f><91><a9><f0><9f><8f><bd><e2><80><8d><f0><9f><9a><80>;astronaut medium skin tone rocket woman;U+1F469 U+1F3FD U+200D U+1F680;👩 🏽 ‍ 🚀
325;woman astronaut: medium-dark skin tone;Mujer astronauta: tono de piel medio-oscuro;<ed><a0><bd><ed><b1><a9><ed><a0><bc><ed><bf><be><e2><80><8d><ed><a0><bd><ed><ba><80>;<f0><9f><91><a9><f0><9f><8f><be><e2><80><8d><f0><9f><9a><80>;astronaut medium-dark_skin_tone medium-dark skin tone rocket woman;U+1F469 U+1F3FE U+200D U+1F680;👩 🏾 ‍ 🚀
326;woman astronaut: dark skin tone;Mujer astronauta: tono de piel oscuro;<ed><a0><bd><ed><b1><a9><ed><a0><bc><ed><bf><bf><e2><80><8d><ed><a0><bd><ed><ba><80>;<f0><9f><91><a9><f0><9f><8f><bf><e2><80><8d><f0><9f><9a><80>;astronaut dark skin tone rocket woman;U+1F469 U+1F3FF U+200D U+1F680;👩 🏿 ‍ 🚀
327;man firefighter;Bombero hombre;<ed><a0><bd><ed><b1><a8><e2><80><8d><ed><a0><bd><ed><ba><92>;<f0><9f><91><a8><e2><80><8d><f0><9f><9a><92>;firefighter firetruck man;U+1F468 U+200D U+1F692;👨 ‍ 🚒
328;man firefighter: light skin tone;Bombero hombre: tono de piel clara;<ed><a0><bd><ed><b1><a8><ed><a0><bc><ed><bf><bb><e2><80><8d><ed><a0><bd><ed><ba><92>;<f0><9f><91><a8><f0><9f><8f><bb><e2><80><8d><f0><9f><9a><92>;firefighter firetruck light skin tone man;U+1F468 U+1F3FB U+200D U+1F692;👨 🏻 ‍ 🚒
329;man firefighter: medium-light skin tone;Bombero hombre: tono de piel medio-claro;<ed><a0><bd><ed><b1><a8><ed><a0><bc><ed><bf><bc><e2><80><8d><ed><a0><bd><ed><ba><92>;<f0><9f><91><a8><f0><9f><8f><bc><e2><80><8d><f0><9f><9a><92>;firefighter firetruck man medium-light_skin_tone medium-light skin tone;U+1F468 U+1F3FC U+200D U+1F692;👨 🏼 ‍ 🚒
33;tired face;Cara cansada;<ed><a0><bd><ed><b8><ab>;<f0><9f><98><ab>;face tired;U+1F62B;😫
330;man firefighter: medium skin tone;Hombre bombero: tono de piel medio;<ed><a0><bd><ed><b1><a8><ed><a0><bc><ed><bf><bd><e2><80><8d><ed><a0><bd><ed><ba><92>;<f0><9f><91><a8><f0><9f><8f><bd><e2><80><8d><f0><9f><9a><92>;firefighter firetruck man medium skin tone;U+1F468 U+1F3FD U+200D U+1F692;👨 🏽 ‍ 🚒
331;man firefighter: medium-dark skin tone;Bombero hombre: tono de piel medio-oscuro;<ed><a0><bd><ed><b1><a8><ed><a0><bc><ed><bf><be><e2><80><8d><ed><a0><bd><ed><ba><92>;<f0><9f><91><a8><f0><9f><8f><be><e2><80><8d><f0><9f><9a><92>;firefighter firetruck man medium-dark_skin_tone medium-dark skin tone;U+1F468 U+1F3FE U+200D U+1F692;👨 🏾 ‍ 🚒
332;man firefighter: dark skin tone;Bombero hombre: tono de piel oscuro;<ed><a0><bd><ed><b1><a8><ed><a0><bc><ed><bf><bf><e2><80><8d><ed><a0><bd><ed><ba><92>;<f0><9f><91><a8><f0><9f><8f><bf><e2><80><8d><f0><9f><9a><92>;dark skin tone firefighter firetruck man;U+1F468 U+1F3FF U+200D U+1F692;👨 🏿 ‍ 🚒
333;woman firefighter;Mujer bombero;<ed><a0><bd><ed><b1><a9><e2><80><8d><ed><a0><bd><ed><ba><92>;<f0><9f><91><a9><e2><80><8d><f0><9f><9a><92>;firefighter firetruck woman;U+1F469 U+200D U+1F692;👩 ‍ 🚒
334;woman firefighter: light skin tone;Mujer bombero: piel clara tono;<ed><a0><bd><ed><b1><a9><ed><a0><bc><ed><bf><bb><e2><80><8d><ed><a0><bd><ed><ba><92>;<f0><9f><91><a9><f0><9f><8f><bb><e2><80><8d><f0><9f><9a><92>;firefighter firetruck light skin tone woman;U+1F469 U+1F3FB U+200D U+1F692;👩 🏻 ‍ 🚒
335;woman firefighter: medium-light skin tone;Mujer bombero: tono de piel de tono medio;<ed><a0><bd><ed><b1><a9><ed><a0><bc><ed><bf><bc><e2><80><8d><ed><a0><bd><ed><ba><92>;<f0><9f><91><a9><f0><9f><8f><bc><e2><80><8d><f0><9f><9a><92>;firefighter firetruck medium-light_skin_tone medium-light skin tone woman;U+1F469 U+1F3FC U+200D U+1F692;👩 🏼 ‍ 🚒
336;woman firefighter: medium skin tone;Mujer bombero: tono de piel medio;<ed><a0><bd><ed><b1><a9><ed><a0><bc><ed><bf><bd><e2><80><8d><ed><a0><bd><ed><ba><92>;<f0><9f><91><a9><f0><9f><8f><bd><e2><80><8d><f0><9f><9a><92>;firefighter firetruck medium skin tone woman;U+1F469 U+1F3FD U+200D U+1F692;👩 🏽 ‍ 🚒
337;woman firefighter: medium-dark skin tone;Mujer bombero: tono de piel medio-oscuro;<ed><a0><bd><ed><b1><a9><ed><a0><bc><ed><bf><be><e2><80><8d><ed><a0><bd><ed><ba><92>;<f0><9f><91><a9><f0><9f><8f><be><e2><80><8d><f0><9f><9a><92>;firefighter firetruck medium-dark_skin_tone medium-dark skin tone woman;U+1F469 U+1F3FE U+200D U+1F692;👩 🏾 ‍ 🚒
338;woman firefighter: dark skin tone;Mujer bombero: tono de piel oscuro;<ed><a0><bd><ed><b1><a9><ed><a0><bc><ed><bf><bf><e2><80><8d><ed><a0><bd><ed><ba><92>;<f0><9f><91><a9><f0><9f><8f><bf><e2><80><8d><f0><9f><9a><92>;dark skin tone firefighter firetruck woman;U+1F469 U+1F3FF U+200D U+1F692;👩 🏿 ‍ 🚒
339;police officer;oficial de policia;<ed><a0><bd><ed><b1><ae>;<f0><9f><91><ae>;cop officer police;U+1F46E;👮
34;sleeping face;Cara dormida;<ed><a0><bd><ed><b8><b4>;<f0><9f><98><b4>;face sleep zzz;U+1F634;😴
340;police officer: light skin tone;Oficial de policía: tono de piel claro;<ed><a0><bd><ed><b1><ae><ed><a0><bc><ed><bf><bb>;<f0><9f><91><ae><f0><9f><8f><bb>;cop light skin tone officer police;U+1F46E U+1F3FB;👮 🏻
341;police officer: medium-light skin tone;Oficial de policía: tono de piel de tono medio;<ed><a0><bd><ed><b1><ae><ed><a0><bc><ed><bf><bc>;<f0><9f><91><ae><f0><9f><8f><bc>;cop medium-light_skin_tone medium-light skin tone officer police;U+1F46E U+1F3FC;👮 🏼
342;police officer: medium skin tone;Oficial de policía: tono de piel medio;<ed><a0><bd><ed><b1><ae><ed><a0><bc><ed><bf><bd>;<f0><9f><91><ae><f0><9f><8f><bd>;cop medium skin tone officer police;U+1F46E U+1F3FD;👮 🏽
343;police officer: medium-dark skin tone;Oficial de policía: tono medio-oscuro de la piel;<ed><a0><bd><ed><b1><ae><ed><a0><bc><ed><bf><be>;<f0><9f><91><ae><f0><9f><8f><be>;cop medium-dark_skin_tone medium-dark skin tone officer police;U+1F46E U+1F3FE;👮 🏾
344;police officer: dark skin tone;Oficial de policía: tono de piel oscuro;<ed><a0><bd><ed><b1><ae><ed><a0><bc><ed><bf><bf>;<f0><9f><91><ae><f0><9f><8f><bf>;cop dark skin tone officer police;U+1F46E U+1F3FF;👮 🏿
345;man police officer;Oficial de policía;<ed><a0><bd><ed><b1><ae><e2><80><8d><e2><99><82><ef><b8><8f>;<f0><9f><91><ae><e2><80><8d><e2><99><82><ef><b8><8f>;cop man officer police;U+1F46E U+200D U+2642 U+FE0F;👮 ‍ ♂ ️
346;man police officer: light skin tone;Oficial de policía: tono de piel claro;<ed><a0><bd><ed><b1><ae><ed><a0><bc><ed><bf><bb><e2><80><8d><e2><99><82><ef><b8><8f>;<f0><9f><91><ae><f0><9f><8f><bb><e2><80><8d><e2><99><82><ef><b8><8f>;cop light skin tone man officer police;U+1F46E U+1F3FB U+200D U+2642 U+FE0F;👮 🏻 ‍ ♂ ️
347;man police officer: medium-light skin tone;Oficial de policía: tono de piel de tono medio;<ed><a0><bd><ed><b1><ae><ed><a0><bc><ed><bf><bc><e2><80><8d><e2><99><82><ef><b8><8f>;<f0><9f><91><ae><f0><9f><8f><bc><e2><80><8d><e2><99><82><ef><b8><8f>;cop man medium-light_skin_tone medium-light skin tone officer police;U+1F46E U+1F3FC U+200D U+2642 U+FE0F;👮 🏼 ‍ ♂ ️
348;man police officer: medium skin tone;Oficial de policía: tono de piel medio;<ed><a0><bd><ed><b1><ae><ed><a0><bc><ed><bf><bd><e2><80><8d><e2><99><82><ef><b8><8f>;<f0><9f><91><ae><f0><9f><8f><bd><e2><80><8d><e2><99><82><ef><b8><8f>;cop man medium skin tone officer police;U+1F46E U+1F3FD U+200D U+2642 U+FE0F;👮 🏽 ‍ ♂ ️
349;man police officer: medium-dark skin tone;Oficial de policía: tono de piel medio-oscuro;<ed><a0><bd><ed><b1><ae><ed><a0><bc><ed><bf><be><e2><80><8d><e2><99><82><ef><b8><8f>;<f0><9f><91><ae><f0><9f><8f><be><e2><80><8d><e2><99><82><ef><b8><8f>;cop man medium-dark_skin_tone medium-dark skin tone officer police;U+1F46E U+1F3FE U+200D U+2642 U+FE0F;👮 🏾 ‍ ♂ ️
35;relieved face;Cara aliviada;<ed><a0><bd><ed><b8><8c>;<f0><9f><98><8c>;face relieved;U+1F60C;😌
350;man police officer: dark skin tone;Oficial de policía: tono de piel oscuro;<ed><a0><bd><ed><b1><ae><ed><a0><bc><ed><bf><bf><e2><80><8d><e2><99><82><ef><b8><8f>;<f0><9f><91><ae><f0><9f><8f><bf><e2><80><8d><e2><99><82><ef><b8><8f>;cop dark skin tone man officer police;U+1F46E U+1F3FF U+200D U+2642 U+FE0F;👮 🏿 ‍ ♂ ️
351;woman police officer;Mujer policía;<ed><a0><bd><ed><b1><ae><e2><80><8d><e2><99><80><ef><b8><8f>;<f0><9f><91><ae><e2><80><8d><e2><99><80><ef><b8><8f>;cop officer police woman;U+1F46E U+200D U+2640 U+FE0F;👮 ‍ ♀ ️
352;woman police officer: light skin tone;Oficial de policía mujer: tono de piel clara;<ed><a0><bd><ed><b1><ae><ed><a0><bc><ed><bf><bb><e2><80><8d><e2><99><80><ef><b8><8f>;<f0><9f><91><ae><f0><9f><8f><bb><e2><80><8d><e2><99><80><ef><b8><8f>;cop light skin tone officer police woman;U+1F46E U+1F3FB U+200D U+2640 U+FE0F;👮 🏻 ‍ ♀ ️
353;woman police officer: medium-light skin tone;Oficial de policía de la mujer: tono de piel de tono medio;<ed><a0><bd><ed><b1><ae><ed><a0><bc><ed><bf><bc><e2><80><8d><e2><99><80><ef><b8><8f>;<f0><9f><91><ae><f0><9f><8f><bc><e2><80><8d><e2><99><80><ef><b8><8f>;cop medium-light_skin_tone medium-light skin tone officer police woman;U+1F46E U+1F3FC U+200D U+2640 U+FE0F;👮 🏼 ‍ ♀ ️
354;woman police officer: medium skin tone;Mujer oficial de policía: tono de piel medio;<ed><a0><bd><ed><b1><ae><ed><a0><bc><ed><bf><bd><e2><80><8d><e2><99><80><ef><b8><8f>;<f0><9f><91><ae><f0><9f><8f><bd><e2><80><8d><e2><99><80><ef><b8><8f>;cop medium skin tone officer police woman;U+1F46E U+1F3FD U+200D U+2640 U+FE0F;👮 🏽 ‍ ♀ ️
355;woman police officer: medium-dark skin tone;Oficial de policía de la mujer: tono de piel medio-oscuro;<ed><a0><bd><ed><b1><ae><ed><a0><bc><ed><bf><be><e2><80><8d><e2><99><80><ef><b8><8f>;<f0><9f><91><ae><f0><9f><8f><be><e2><80><8d><e2><99><80><ef><b8><8f>;cop medium-dark_skin_tone medium-dark skin tone officer police woman;U+1F46E U+1F3FE U+200D U+2640 U+FE0F;👮 🏾 ‍ ♀ ️
356;woman police officer: dark skin tone;Oficial de policía: tono de piel oscuro;<ed><a0><bd><ed><b1><ae><ed><a0><bc><ed><bf><bf><e2><80><8d><e2><99><80><ef><b8><8f>;<f0><9f><91><ae><f0><9f><8f><bf><e2><80><8d><e2><99><80><ef><b8><8f>;cop dark skin tone officer police woman;U+1F46E U+1F3FF U+200D U+2640 U+FE0F;👮 🏿 ‍ ♀ ️
357;detective;detective;<ed><a0><bd><ed><b5><b5>;<f0><9f><95><b5>;detective sleuth spy;U+1F575;🕵
358;detective: light skin tone;Detective: tono de piel claro;<ed><a0><bd><ed><b5><b5><ed><a0><bc><ed><bf><bb>;<f0><9f><95><b5><f0><9f><8f><bb>;detective light skin tone sleuth spy;U+1F575 U+1F3FB;🕵 🏻
359;detective: medium-light skin tone;Detective: tono de piel medio-claro;<ed><a0><bd><ed><b5><b5><ed><a0><bc><ed><bf><bc>;<f0><9f><95><b5><f0><9f><8f><bc>;detective medium-light_skin_tone medium-light skin tone sleuth spy;U+1F575 U+1F3FC;🕵 🏼
36;nerd face;Cara de nerd;<ed><a0><be><ed><b4><93>;<f0><9f><a4><93>;face geek nerd;U+1F913;🤓
360;detective: medium skin tone;Detective: tono de piel medio;<ed><a0><bd><ed><b5><b5><ed><a0><bc><ed><bf><bd>;<f0><9f><95><b5><f0><9f><8f><bd>;detective medium skin tone sleuth spy;U+1F575 U+1F3FD;🕵 🏽
361;detective: medium-dark skin tone;Detective: tono medio-oscuro de la piel;<ed><a0><bd><ed><b5><b5><ed><a0><bc><ed><bf><be>;<f0><9f><95><b5><f0><9f><8f><be>;detective medium-dark_skin_tone medium-dark skin tone sleuth spy;U+1F575 U+1F3FE;🕵 🏾
362;detective: dark skin tone;Detective: tono de piel oscuro;<ed><a0><bd><ed><b5><b5><ed><a0><bc><ed><bf><bf>;<f0><9f><95><b5><f0><9f><8f><bf>;dark skin tone detective sleuth spy;U+1F575 U+1F3FF;🕵 🏿
363;man detective;Hombre detective;<ed><a0><bd><ed><b5><b5><ef><b8><8f><e2><80><8d><e2><99><82><ef><b8><8f>;<f0><9f><95><b5><ef><b8><8f><e2><80><8d><e2><99><82><ef><b8><8f>;detective man sleuth spy;U+1F575 U+FE0F U+200D U+2642 U+FE0F;🕵 ️ ‍ ♂ ️
364;man detective: light skin tone;Hombre detective: tono de piel claro;<ed><a0><bd><ed><b5><b5><ed><a0><bc><ed><bf><bb><e2><80><8d><e2><99><82><ef><b8><8f>;<f0><9f><95><b5><f0><9f><8f><bb><e2><80><8d><e2><99><82><ef><b8><8f>;detective light skin tone man sleuth spy;U+1F575 U+1F3FB U+200D U+2642 U+FE0F;🕵 🏻 ‍ ♂ ️
365;man detective: medium-light skin tone;Hombre detective: tono de piel medio-claro;<ed><a0><bd><ed><b5><b5><ed><a0><bc><ed><bf><bc><e2><80><8d><e2><99><82><ef><b8><8f>;<f0><9f><95><b5><f0><9f><8f><bc><e2><80><8d><e2><99><82><ef><b8><8f>;detective man medium-light_skin_tone medium-light skin tone sleuth spy;U+1F575 U+1F3FC U+200D U+2642 U+FE0F;🕵 🏼 ‍ ♂ ️
366;man detective: medium skin tone;Hombre detective: tono de piel medio;<ed><a0><bd><ed><b5><b5><ed><a0><bc><ed><bf><bd><e2><80><8d><e2><99><82><ef><b8><8f>;<f0><9f><95><b5><f0><9f><8f><bd><e2><80><8d><e2><99><82><ef><b8><8f>;detective man medium skin tone sleuth spy;U+1F575 U+1F3FD U+200D U+2642 U+FE0F;🕵 🏽 ‍ ♂ ️
367;man detective: medium-dark skin tone;Hombre detective: tono de piel medio-oscuro;<ed><a0><bd><ed><b5><b5><ed><a0><bc><ed><bf><be><e2><80><8d><e2><99><82><ef><b8><8f>;<f0><9f><95><b5><f0><9f><8f><be><e2><80><8d><e2><99><82><ef><b8><8f>;detective man medium-dark_skin_tone medium-dark skin tone sleuth spy;U+1F575 U+1F3FE U+200D U+2642 U+FE0F;🕵 🏾 ‍ ♂ ️
368;man detective: dark skin tone;Hombre detective: tono de piel oscuro;<ed><a0><bd><ed><b5><b5><ed><a0><bc><ed><bf><bf><e2><80><8d><e2><99><82><ef><b8><8f>;<f0><9f><95><b5><f0><9f><8f><bf><e2><80><8d><e2><99><82><ef><b8><8f>;dark skin tone detective man sleuth spy;U+1F575 U+1F3FF U+200D U+2642 U+FE0F;🕵 🏿 ‍ ♂ ️
369;woman detective;Mujer detective;<ed><a0><bd><ed><b5><b5><ef><b8><8f><e2><80><8d><e2><99><80><ef><b8><8f>;<f0><9f><95><b5><ef><b8><8f><e2><80><8d><e2><99><80><ef><b8><8f>;detective sleuth spy woman;U+1F575 U+FE0F U+200D U+2640 U+FE0F;🕵 ️ ‍ ♀ ️
37;face with stuck-out tongue;Cara con lengua pegada;<ed><a0><bd><ed><b8><9b>;<f0><9f><98><9b>;face tongue;U+1F61B;😛
370;woman detective: light skin tone;Mujer detective: tono de piel claro;<ed><a0><bd><ed><b5><b5><ed><a0><bc><ed><bf><bb><e2><80><8d><e2><99><80><ef><b8><8f>;<f0><9f><95><b5><f0><9f><8f><bb><e2><80><8d><e2><99><80><ef><b8><8f>;detective light skin tone sleuth spy woman;U+1F575 U+1F3FB U+200D U+2640 U+FE0F;🕵 🏻 ‍ ♀ ️
371;woman detective: medium-light skin tone;Mujer detective: tono de piel medio-claro;<ed><a0><bd><ed><b5><b5><ed><a0><bc><ed><bf><bc><e2><80><8d><e2><99><80><ef><b8><8f>;<f0><9f><95><b5><f0><9f><8f><bc><e2><80><8d><e2><99><80><ef><b8><8f>;detective medium-light_skin_tone medium-light skin tone sleuth spy woman;U+1F575 U+1F3FC U+200D U+2640 U+FE0F;🕵 🏼 ‍ ♀ ️
372;woman detective: medium skin tone;Mujer detective: tono de piel medio;<ed><a0><bd><ed><b5><b5><ed><a0><bc><ed><bf><bd><e2><80><8d><e2><99><80><ef><b8><8f>;<f0><9f><95><b5><f0><9f><8f><bd><e2><80><8d><e2><99><80><ef><b8><8f>;detective medium skin tone sleuth spy woman;U+1F575 U+1F3FD U+200D U+2640 U+FE0F;🕵 🏽 ‍ ♀ ️
373;woman detective: medium-dark skin tone;Mujer detective: tono de piel medio-oscuro;<ed><a0><bd><ed><b5><b5><ed><a0><bc><ed><bf><be><e2><80><8d><e2><99><80><ef><b8><8f>;<f0><9f><95><b5><f0><9f><8f><be><e2><80><8d><e2><99><80><ef><b8><8f>;detective medium-dark_skin_tone medium-dark skin tone sleuth spy woman;U+1F575 U+1F3FE U+200D U+2640 U+FE0F;🕵 🏾 ‍ ♀ ️
374;woman detective: dark skin tone;Mujer detective: tono de piel oscuro;<ed><a0><bd><ed><b5><b5><ed><a0><bc><ed><bf><bf><e2><80><8d><e2><99><80><ef><b8><8f>;<f0><9f><95><b5><f0><9f><8f><bf><e2><80><8d><e2><99><80><ef><b8><8f>;dark skin tone detective sleuth spy woman;U+1F575 U+1F3FF U+200D U+2640 U+FE0F;🕵 🏿 ‍ ♀ ️
375;guard;Guardia;<ed><a0><bd><ed><b2><82>;<f0><9f><92><82>;guard;U+1F482;💂
376;guard: light skin tone;Protector: tono de piel claro;<ed><a0><bd><ed><b2><82><ed><a0><bc><ed><bf><bb>;<f0><9f><92><82><f0><9f><8f><bb>;guard light skin tone;U+1F482 U+1F3FB;💂 🏻
377;guard: medium-light skin tone;Protector: tono de piel de luz media;<ed><a0><bd><ed><b2><82><ed><a0><bc><ed><bf><bc>;<f0><9f><92><82><f0><9f><8f><bc>;guard medium-light_skin_tone medium-light skin tone;U+1F482 U+1F3FC;💂 🏼
378;guard: medium skin tone;Protector: tono de piel medio;<ed><a0><bd><ed><b2><82><ed><a0><bc><ed><bf><bd>;<f0><9f><92><82><f0><9f><8f><bd>;guard medium skin tone;U+1F482 U+1F3FD;💂 🏽
379;guard: medium-dark skin tone;Protector: tono de piel medio-oscuro;<ed><a0><bd><ed><b2><82><ed><a0><bc><ed><bf><be>;<f0><9f><92><82><f0><9f><8f><be>;guard medium-dark_skin_tone medium-dark skin tone;U+1F482 U+1F3FE;💂 🏾
38;face with stuck-out tongue &amp- winking eye;Cara con la lengua y el ojo;<ed><a0><bd><ed><b8><9c>;<f0><9f><98><9c>;eye face joke tongue wink;U+1F61C;😜
380;guard: dark skin tone;Protector: tono de piel oscuro;<ed><a0><bd><ed><b2><82><ed><a0><bc><ed><bf><bf>;<f0><9f><92><82><f0><9f><8f><bf>;dark skin tone guard;U+1F482 U+1F3FF;💂 🏿
381;man guard;Guardia del hombre;<ed><a0><bd><ed><b2><82><e2><80><8d><e2><99><82><ef><b8><8f>;<f0><9f><92><82><e2><80><8d><e2><99><82><ef><b8><8f>;guard man;U+1F482 U+200D U+2642 U+FE0F;💂 ‍ ♂ ️
382;man guard: light skin tone;Protector del hombre: tono de piel claro;<ed><a0><bd><ed><b2><82><ed><a0><bc><ed><bf><bb><e2><80><8d><e2><99><82><ef><b8><8f>;<f0><9f><92><82><f0><9f><8f><bb><e2><80><8d><e2><99><82><ef><b8><8f>;guard light skin tone man;U+1F482 U+1F3FB U+200D U+2642 U+FE0F;💂 🏻 ‍ ♂ ️
383;man guard: medium-light skin tone;Hombre de guardia: la piel de tono medio-claro;<ed><a0><bd><ed><b2><82><ed><a0><bc><ed><bf><bc><e2><80><8d><e2><99><82><ef><b8><8f>;<f0><9f><92><82><f0><9f><8f><bc><e2><80><8d><e2><99><82><ef><b8><8f>;guard man medium-light_skin_tone medium-light skin tone;U+1F482 U+1F3FC U+200D U+2642 U+FE0F;💂 🏼 ‍ ♂ ️
384;man guard: medium skin tone;Protector del hombre: tono de piel medio;<ed><a0><bd><ed><b2><82><ed><a0><bc><ed><bf><bd><e2><80><8d><e2><99><82><ef><b8><8f>;<f0><9f><92><82><f0><9f><8f><bd><e2><80><8d><e2><99><82><ef><b8><8f>;guard man medium skin tone;U+1F482 U+1F3FD U+200D U+2642 U+FE0F;💂 🏽 ‍ ♂ ️
385;man guard: medium-dark skin tone;Protector del hombre: tono de piel medio-oscuro;<ed><a0><bd><ed><b2><82><ed><a0><bc><ed><bf><be><e2><80><8d><e2><99><82><ef><b8><8f>;<f0><9f><92><82><f0><9f><8f><be><e2><80><8d><e2><99><82><ef><b8><8f>;guard man medium-dark_skin_tone medium-dark skin tone;U+1F482 U+1F3FE U+200D U+2642 U+FE0F;💂 🏾 ‍ ♂ ️
386;man guard: dark skin tone;Guarda del hombre: tono de piel oscuro;<ed><a0><bd><ed><b2><82><ed><a0><bc><ed><bf><bf><e2><80><8d><e2><99><82><ef><b8><8f>;<f0><9f><92><82><f0><9f><8f><bf><e2><80><8d><e2><99><82><ef><b8><8f>;dark skin tone guard man;U+1F482 U+1F3FF U+200D U+2642 U+FE0F;💂 🏿 ‍ ♂ ️
387;woman guard;Mujer guardia;<ed><a0><bd><ed><b2><82><e2><80><8d><e2><99><80><ef><b8><8f>;<f0><9f><92><82><e2><80><8d><e2><99><80><ef><b8><8f>;guard woman;U+1F482 U+200D U+2640 U+FE0F;💂 ‍ ♀ ️
388;woman guard: light skin tone;Protector de la mujer: tono de piel ligero;<ed><a0><bd><ed><b2><82><ed><a0><bc><ed><bf><bb><e2><80><8d><e2><99><80><ef><b8><8f>;<f0><9f><92><82><f0><9f><8f><bb><e2><80><8d><e2><99><80><ef><b8><8f>;guard light skin tone woman;U+1F482 U+1F3FB U+200D U+2640 U+FE0F;💂 🏻 ‍ ♀ ️
389;woman guard: medium-light skin tone;Protector de la mujer: tono de piel de tono medio;<ed><a0><bd><ed><b2><82><ed><a0><bc><ed><bf><bc><e2><80><8d><e2><99><80><ef><b8><8f>;<f0><9f><92><82><f0><9f><8f><bc><e2><80><8d><e2><99><80><ef><b8><8f>;guard medium-light_skin_tone medium-light skin tone woman;U+1F482 U+1F3FC U+200D U+2640 U+FE0F;💂 🏼 ‍ ♀ ️
39;face with stuck-out tongue &amp- closed eyes;Cara con lengua y ojos cerrados;<ed><a0><bd><ed><b8><9d>;<f0><9f><98><9d>;eye face horrible taste tongue;U+1F61D;😝
390;woman guard: medium skin tone;Protector de la mujer: tono de piel medio;<ed><a0><bd><ed><b2><82><ed><a0><bc><ed><bf><bd><e2><80><8d><e2><99><80><ef><b8><8f>;<f0><9f><92><82><f0><9f><8f><bd><e2><80><8d><e2><99><80><ef><b8><8f>;guard medium skin tone woman;U+1F482 U+1F3FD U+200D U+2640 U+FE0F;💂 🏽 ‍ ♀ ️
391;woman guard: medium-dark skin tone;Protector de la mujer: tono de piel medio-oscuro;<ed><a0><bd><ed><b2><82><ed><a0><bc><ed><bf><be><e2><80><8d><e2><99><80><ef><b8><8f>;<f0><9f><92><82><f0><9f><8f><be><e2><80><8d><e2><99><80><ef><b8><8f>;guard medium-dark_skin_tone medium-dark skin tone woman;U+1F482 U+1F3FE U+200D U+2640 U+FE0F;💂 🏾 ‍ ♀ ️
392;woman guard: dark skin tone;Mujer guardia: tono de piel oscuro;<ed><a0><bd><ed><b2><82><ed><a0><bc><ed><bf><bf><e2><80><8d><e2><99><80><ef><b8><8f>;<f0><9f><92><82><f0><9f><8f><bf><e2><80><8d><e2><99><80><ef><b8><8f>;dark skin tone guard woman;U+1F482 U+1F3FF U+200D U+2640 U+FE0F;💂 🏿 ‍ ♀ ️
393;construction worker;Obrero;<ed><a0><bd><ed><b1><b7>;<f0><9f><91><b7>;construction hat worker;U+1F477;👷
394;construction worker: light skin tone;Trabajador de la construcción: tono de piel claro;<ed><a0><bd><ed><b1><b7><ed><a0><bc><ed><bf><bb>;<f0><9f><91><b7><f0><9f><8f><bb>;construction hat light skin tone worker;U+1F477 U+1F3FB;👷 🏻
395;construction worker: medium-light skin tone;Trabajador de la construcción: tono de piel de tono medio;<ed><a0><bd><ed><b1><b7><ed><a0><bc><ed><bf><bc>;<f0><9f><91><b7><f0><9f><8f><bc>;construction hat medium-light_skin_tone medium-light skin tone worker;U+1F477 U+1F3FC;👷 🏼
396;construction worker: medium skin tone;Trabajador de la construcción: tono de piel medio;<ed><a0><bd><ed><b1><b7><ed><a0><bc><ed><bf><bd>;<f0><9f><91><b7><f0><9f><8f><bd>;construction hat medium skin tone worker;U+1F477 U+1F3FD;👷 🏽
397;construction worker: medium-dark skin tone;Trabajador de la construcción: tono de piel medio-oscuro;<ed><a0><bd><ed><b1><b7><ed><a0><bc><ed><bf><be>;<f0><9f><91><b7><f0><9f><8f><be>;construction hat medium-dark_skin_tone medium-dark skin tone worker;U+1F477 U+1F3FE;👷 🏾
